Line-number,x-coord,y-coord,width
0,482469.12318028556,-2283321.5358478362,7480.4552446617872
0,482401.02424340119,-2283187.9402042073,7482.0207779845596
0,482331.85897024337,-2283054.8743343274,7474.2629407457207
0,482262.08885995334,-2282922.1076564346,7459.5958349582561
0,482191.92542625492,-2282789.5328442361,7435.9304493429099
0,482121.17357157386,-2282657.2913977653,7405.1295884080482
0,482049.93196585058,-2282525.3351319167,7373.9869146625952
0,481978.269763797,-2282393.6201111446,7350.5709443221049
0,481906.21259311802,-2282262.1217560652,7350.3108421484467
0,481833.78943442454,-2282130.8128790464,7655.7880328835972
0,481760.88336377597,-2281999.755361645,7487.6653673222827
0,481687.54879570327,-2281868.9131720788,7156.0789329628624
0,481613.16117023275,-2281738.7334489617,6878.0186152975748
0,481537.36150279915,-2281609.4427627367,6835.1075895356344
0,481459.71794406802,-2281481.2796471068,7117.9339241954021
0,481380.24440888007,-2281354.2364336941,7744.7020773959348
0,481298.96522853978,-2281228.2991183638,8679.8548568620317
0,481216.06195012637,-2281103.3518823134,9851.3871999465118
0,481132.33158706472,-2280978.9532085676,11173.099026000056
0,481047.82439465221,-2280855.1543779038,12529.570378164668
0,480962.61884040921,-2280731.8576245303,13817.187542168673
0,480876.92594839988,-2280608.8869938324,14939.470665598505
0,480791.68576717051,-2280485.630178412,15815.833381309189
0,480707.23441101779,-2280361.8110576738,16389.948536993881
0,480623.9198093086,-2280237.1866676784,16644.590291529399
0,480541.88041470567,-2280111.6680055787,16602.784049113117
0,480461.1855010775,-2279985.3810290438,16348.659350675916
0,480382.02111061575,-2279858.1577037526,16057.70154447749
0,480304.58255683008,-2279729.8246986861,15980.762778497348
0,480228.87153313978,-2279600.3548094323,16395.712863046076
0,480154.01435338106,-2279470.4134279392,16514.959096583763
0,480080.26863592979,-2279339.8565159985,16636.04899008969
0,480007.79962132225,-2279208.5691314917,16747.738356030179
0,479936.76446534385,-2279076.4832766433,16875.699827815792
0,479867.45860553166,-2278943.5289610382,17015.814012520259
0,479800.27313195379,-2278809.5042430381,17161.307641398173
0,479735.60196855082,-2278674.2057411047,17300.703390834278
0,479673.05660452804,-2278537.8823490771,17418.279610799258
0,479612.30866098119,-2278400.7689634203,17509.680441256976
0,479553.44923265465,-2278262.838631534,17203.561634669775
0,479496.57294442825,-2278124.0625556293,17432.25679218601
0,479441.20829219162,-2277984.6822343697,17873.095315134964
0,479387.2615320356,-2277844.7466686745,18257.543374996061
0,479334.69261331193,-2277704.2787011005,18412.966499732
0,479283.3309118555,-2277563.3544589831,18250.636599256137
0,479232.85215242527,-2277422.1092925505,17731.709718940208
0,479183.20223755378,-2277280.5689180279,16871.340012761269
0,479134.4062508248,-2277138.7328422666,15737.106331280927
0,479087.01578843978,-2276996.4357677056,14421.475231899352
0,479041.18808616477,-2276853.6355093867,13019.406702088656
0,478996.93985640589,-2276710.3324557156,11645.281256092185
0,478954.18232602888,-2276566.5678362427,10423.057519957685
0,478912.63710725575,-2276422.4537629089,9454.2346227717317
0,478872.2885345823,-2276277.9983673058,8815.0153036309403
0,478833.12108342344,-2276133.2096163426,8543.508565672395
0,478794.77250507398,-2275988.2014677129,8621.6572491777533
0,478757.2076142896,-2275842.9882674674,8955.4728555144757
0,478720.48047860747,-2275697.5570481936,9362.931775035222
0,478684.49460918526,-2275551.9397702515,9574.4946950897993
0,478649.04243421828,-2275406.1932749716,9209.9308256439945
0,478614.07343643036,-2275260.3299464006,9197.8033171362076
0,478579.53754132846,-2275114.3620614572,9200.2644932389449
0,478544.89651099953,-2274968.419598687,9202.2689023360617
0,478510.09444401559,-2274822.5155647052,9207.8513051446498
0,478475.11373238993,-2274676.6536968327,9219.1464026389694
0,478439.93930194067,-2274530.8384632184,9240.8089314097178
0,478404.57765277574,-2274385.0691177114,9266.7931726482311
0,478369.03983125213,-2274239.3424759391,9302.2067635260282
0,478333.37044623139,-2274093.64717035,9349.3384992255869
0,478297.95105106576,-2273947.8901708913,9412.1276767805412
0,478262.68979905703,-2273802.0940932804,9536.2876526675736
0,478227.49524622335,-2273656.2814531531,9490.8293951371834
0,478192.38242525439,-2273510.4514991217,9392.2596861023812
0,478157.35706910514,-2273364.6041233023,9311.2625058505419
0,478122.37434709718,-2273218.7499435875,9306.9697020285112
0,478087.38691347413,-2273072.9001042745,9416.8894223606312
0,478052.38019520795,-2272927.0570018282,9656.2072518864115
0,478017.36881228816,-2272781.2158686137,10017.940992865591
0,477982.36801755027,-2272635.3717423487,10480.9145226417
0,477947.20493629895,-2272489.566648942,11011.807049485435
0,477911.82403086883,-2272343.8139994107,11573.684507120335
0,477876.21843300597,-2272198.1151110809,12126.402746189955
0,477840.20347406861,-2272052.5151342782,12625.564949579124
0,477803.49079231918,-2271907.0864141253,13039.815591276019
0,477766.13258092769,-2271761.8181422045,13340.966795749664
0,477728.18375564221,-2271616.698926839,13518.877306165296
0,477689.09347266506,-2271471.8915052721,13570.069341390394
0,477648.852003348,-2271327.4027371155,13544.321595486086
0,477607.55697744736,-2271183.2069319761,13513.697073940908
0,477565.36230542359,-2271039.2690351624,13562.697144203687
0,477522.42981551262,-2270895.5504189059,14012.688114479164
0,477478.86493281758,-2270752.0200025546,13946.616755746807
0,477434.77643027308,-2270608.6457179431,13536.585120607815
0,477389.70080912049,-2270465.5882074707,13420.482579977981
0,477343.65501686349,-2270322.8417908135,13690.249777591131
0,477296.66446272674,-2270180.3979089195,14264.737000211835
0,477249.0811678844,-2270038.1460338035,15013.090471280748
0,477201.13339020184,-2269896.0174385794,15801.725388590647
0,477152.52811408852,-2269754.1153449826,16520.221067508199
0,477103.24418618029,-2269612.4490299323,17087.207394847304
0,477054.37639139692,-2269470.6490853028,17451.417707971927
0,477005.87762065796,-2269328.7281482592,17585.056231685936
0,476957.66560616181,-2269186.7106957226,17485.67183464333
0,476910.07775663835,-2269044.4986669268,17186.926784806707
0,476863.53843214869,-2268901.9591031745,16729.051153917408
0,476817.94649438816,-2268759.1087632035,16172.209941913554
0,476773.19987651292,-2268615.9647222543,15592.103951039155
0,476729.1994737655,-2268472.5931273005,15089.544892793156
0,476685.86585096334,-2268329.0292051332,14793.621219260056
0,476643.1954786047,-2268185.2832048209,14847.444482751003
0,476601.24186409626,-2268041.3512902143,15410.45089131808
0,476559.940813063,-2267897.2778217164,15586.857751175889
0,476519.22195487493,-2267753.0666569942,15449.092183570172
0,476479.00835766032,-2267608.7224487993,15416.204268179701
0,476439.10122586309,-2267464.3340323172,15418.986573779353
0,476399.44207876775,-2267319.8937352132,15427.681566060481
0,476359.96865780815,-2267175.3914357559,15424.781066620675
0,476320.9537408895,-2267030.7519721854,15400.760872031316
0,476282.82321705914,-2266885.8533999985,15354.913817554789
0,476245.7643127499,-2266740.6095655286,15285.755488234916
0,476209.97254143492,-2266594.9665738689,15200.48489344607
0,476175.62500814482,-2266449.1994425706,15107.605178328486
0,476142.71367875388,-2266303.2516546622,15015.860204621076
0,476111.23869236931,-2266157.0651741419,14940.633538786384
0,476080.96676493081,-2266010.7385915304,14897.43075436797
0,476051.78167396685,-2265864.293877542,14894.472921130915
0,476023.70851558092,-2265717.6628703251,14938.376440197741
0,475996.64117908111,-2265570.807946662,15021.108272993441
0,475970.30268771877,-2265423.7484001471,15133.08404440833
0,475944.99684826197,-2265276.3928198423,15263.53635670015
0,475921.03284343192,-2265128.6502715843,15384.406367994869
0,475896.99475050869,-2264980.851646171,15463.413338947827
0,475872.61389518477,-2264833.0655017188,15561.304931533952
0,475847.97610292694,-2264685.2753366395,15663.099684105209
0,475822.5774589256,-2264537.5820462513,15776.430941273777
0,475795.59953731607,-2264390.1503802403,15933.149416424279
0,475766.89936355891,-2264243.0105184601,16152.370532433149
0,475736.31994772359,-2264096.1963579287,16358.732297664401
0,475703.81689247093,-2263949.8228954053,16576.050806263698
0,475669.16101057688,-2263804.07522457,16833.23708539522
0,475632.18843697087,-2263659.0193145545,17126.574758641251
0,475593.02088759613,-2263514.6526237465,17508.71492108388
0,475551.6749908643,-2263370.9916565418,18337.669386710841
0,475507.99008852284,-2263228.0972501957,18714.095739960198
0,475461.86339467467,-2263086.010840788,18986.445648736801
0,475413.53655407927,-2262944.643354869,19242.784193612668
0,475362.89989205427,-2262804.0227609612,19990.993736639593
0,475309.8429968417,-2262664.1762005822,21320.817006386136
0,475254.63693089102,-2262524.9827650068,22679.234604367088
0,475197.50594475481,-2262386.3277245373,24106.670154868549
0,475139.89652064862,-2262247.9216987011,25585.348106817521
0,475081.84150972986,-2262109.7587478277,27087.918085528523
0,475021.95704142726,-2261972.4459223389,28577.656273706627
0,474960.01025868696,-2261836.101988324,29990.618677207585
0,474895.74412749941,-2261700.8582637487,31279.345426345531
0,474828.87214318884,-2261566.8572139945,32452.724959973981
0,474759.19613424031,-2261434.2026719009,33504.849579905087
0,474686.56811226654,-2261302.9862821698,34446.472434378833
0,474613.10658531782,-2261172.2076066104,35013.97026680495
0,474539.5440438143,-2261041.48470149,35367.44179472101
0,474466.13741914777,-2260910.6745413756,35663.560006323831
0,474392.93163524522,-2260779.7519853455,36152.711537765565
0,474319.97210977302,-2260648.6916160416,37075.263496751133
0,474247.34918821108,-2260517.4453589981,37510.227597769517
0,474174.98772082053,-2260386.0546216848,37893.538367878435
0,474102.99299697584,-2260254.462951873,37871.760502173944
0,474031.40551990527,-2260122.6488451129,38089.313682344866
0,473960.9190839142,-2259990.256343557,38682.596632133842
0,473891.3392837547,-2259857.3864397788,39261.091318413208
0,473822.44772679487,-2259724.1523823664,39982.592051385465
0,473754.0525256957,-2259590.6573450984,40795.54793406056
0,473686.17684254755,-2259456.9023556998,41589.78643548549
0,473619.07365145785,-2259322.758300283,42426.415832349878
0,473552.68136927235,-2259188.2561164969,43205.593358143808
0,473486.64240296686,-2259053.5761819473,44012.760272538384
0,473420.57193830697,-2258918.9121447098,44748.112081762229
0,473354.41986582818,-2258784.2884189319,45344.712202372735
0,473288.13540282025,-2258649.7297464507,45795.167162715545
0,473221.02716954809,-2258515.5879789209,45774.317688677569
0,473152.47644164565,-2258382.1947885626,45421.067909801168
0,473082.03913747851,-2258249.8124602791,44825.939737353699
0,473009.61690725136,-2258118.5145787164,44072.241636401806
0,472935.44808812783,-2257988.2008479559,43214.094111223196
0,472859.66975085513,-2257858.8046535221,42477.48698309491
0,472782.4208520978,-2257730.2588493894,42012.127492737636
0,472703.97238892067,-2257602.4171127765,41558.980831024812
0,472625.27616816515,-2257474.7287492221,41285.48158967973
0,472546.19522848265,-2257347.2953992393,41258.119658817115
0,472466.43974065251,-2257220.3009573445,41469.60859335892
0,472385.72217327263,-2257093.9250123589,41856.537186671805
0,472303.95741467661,-2256968.2127320524,42452.406324973781
0,472221.14860136033,-2256843.1629268462,42624.280730314596
0,472137.38585187687,-2256718.7365733511,42490.775964464432
0,472052.61578136071,-2256595.0153461946,42205.584019274727
0,471966.41116970329,-2256472.3020470813,42419.659146347258
0,471878.82410779397,-2256350.5702189389,42916.317586778961
0,471789.91569690459,-2256229.7873245962,43563.905447184887
0,471699.75205363444,-2256109.9194857483,44368.450821068342
0,471608.31489002093,-2255991.0441778819,44833.491943578185
0,471515.00475649326,-2255873.719051464,45185.641294108063
0,471419.14937594871,-2255758.5392573043,45247.349925016009
0,471320.1085344493,-2255646.0727073867,45210.387093102043
0,471217.27653449879,-2255537.0919659417,44987.99135110822
0,471110.83281439694,-2255431.5568480212,45147.291912348999
0,471002.75031356339,-2255327.6597442231,45506.677567477345
0,470894.12869681581,-2255224.2714614877,45974.317965878399
0,470786.19201910455,-2255120.1454861197,46464.664343825243
0,470679.93999507203,-2255014.3078809371,46955.970738115597
0,470575.40267672902,-2254906.7865325902,47455.019811201913
0,470472.27730483306,-2254797.900540601,48016.229551925135
0,470370.22514704871,-2254687.9830771005,48681.435116952882
0,470268.83236384339,-2254577.4459159472,48833.21334918253
0,470167.82505939779,-2254466.5526197096,48475.720323780581
0,470066.79000436323,-2254355.6852326551,47753.739355276775
0,469965.51973398449,-2254245.0349378898,46308.993558272843
0,469863.82448273804,-2254134.7774178674,46231.975900339734
0,469761.01789031591,-2254025.5725370389,46874.917461596437
0,469657.17151936668,-2253917.3589650695,47798.263003280386
0,469552.71425176499,-2253809.7325027385,48235.705594905812
0,469447.70468516403,-2253702.6330386256,48168.246884469052
0,469342.38178400317,-2253595.8327969196,47153.962429544263
0,469237.1358874056,-2253488.9572861898,45249.812570499736
0,469132.06601472147,-2253381.9047451373,42408.138429490326
0,469026.99534394726,-2253274.8532399721,39314.01633385443
0,468922.02063512534,-2253167.7079277276,36065.844946258148
0,468816.9256021342,-2253060.6837740056,32979.965640321592
0,468711.62946250453,-2252953.8593119048,30305.987529087521
0,468606.40830107359,-2252846.9716606708,28261.844435178155
0,468501.83010854578,-2252739.4789914498,26963.11041677621
0,468397.97186163632,-2252631.304061708,26460.409616431196
0,468294.33576437418,-2252522.9220177354,26727.359659372167
0,468190.77102669375,-2252414.4599672565,27552.590926595152
0,468086.80396303214,-2252306.3721926091,28550.815133051256
0,467982.09089151106,-2252198.9895164827,29153.94742677527
0,467876.27481035341,-2252092.7295921342,28539.805687348511
0,467769.20767635101,-2251987.7866396694,28827.123996112838
0,467661.12797024637,-2251883.8785401583,29154.355789009529
0,467551.69926960254,-2251781.3573088665,29488.472122229836
0,467441.01573981182,-2251680.1379422657,29804.314853472515
0,467329.52968729922,-2251579.8010117053,30065.851475143831
0,467217.52124200045,-2251480.0547513412,30259.3388689481
0,467105.23809324671,-2251380.616006216,30375.764438131981
0,466993.01392800553,-2251281.1152080875,30385.302350311362
0,466880.96221422392,-2251181.4183261329,30371.373957496846
0,466769.45086509472,-2251081.1142442334,30344.616893186176
0,466658.73039816041,-2250979.9222932975,30318.218998274129
0,466548.99693906447,-2250877.6807428482,30286.57327740821
0,466440.1614520069,-2250774.4934664206,30268.246986232181
0,466332.09906982211,-2250670.4909255598,30218.681805832253
0,466224.56175404362,-2250565.9327239725,30122.713160732907
0,466117.28823033418,-2250461.0959534813,30011.926547358944
0,466009.98983061477,-2250356.2906962652,29869.188747680917
0,465902.53926422057,-2250251.6397761516,29690.14506199415
0,465794.81212061329,-2250147.2632007012,29502.333748049135
0,465686.8529973689,-2250043.1319384263,28972.602975709353
0,465579.04508506192,-2249938.865853142,28977.310369827952
0,465471.69254090666,-2249834.1492253523,29211.954126628803
0,465364.77891949151,-2249728.9838440474,29453.89193444272
0,465258.29141513596,-2249623.3708202108,29548.77669922082
0,465152.16481418512,-2249517.3775676922,29397.457790664826
0,465046.67731021362,-2249410.7887390638,28955.203770427888
0,464941.99987676594,-2249303.4322022507,28220.505421088495
0,464838.27327719354,-2249195.1599309528,27199.103364913415
0,464735.43597796513,-2249086.016014555,26016.531528064515
0,464633.20852544764,-2248976.2693987694,24739.377672058759
0,464531.57952583948,-2248866.0137580042,23468.695741575855
0,464430.57509607548,-2248755.2029137765,22305.898103549214
0,464330.22038247302,-2248643.7914647833,21317.111011338362
0,464230.16286128713,-2248532.1111461171,20636.680293836864
0,464130.40981818788,-2248420.1356267701,20211.44601670936
0,464030.98981052684,-2248307.9065192328,20060.516449710551
0,463931.94224055501,-2248195.3564049331,20131.503526989731
0,463833.12102898286,-2248082.6158716762,20304.908245615898
0,463734.25219509553,-2247969.9208324538,20361.530088107902
0,463635.32403528277,-2247857.2643182888,19954.049139177198
0,463536.79026202293,-2247744.3341424689,19933.127581474047
0,463438.58996531891,-2247631.1030927193,19964.656863300344
0,463341.10971967829,-2247517.2567884428,20034.577326508788
0,463244.03678080143,-2247403.0276651499,20113.804749680916
0,463147.06955252524,-2247288.6464418559,20179.926058076049
0,463050.15680938441,-2247174.2420449713,20218.134819108636
0,462953.13678838965,-2247059.9773215223,20231.105118964661
0,462855.55948182219,-2246946.2395066828,20210.986634625697
0,462756.95149256196,-2246833.3961764914,20155.724295852924
0,462656.81502807216,-2246721.834464334,20071.016984747908
0,462555.07806733809,-2246611.6185726877,19970.350747555418
0,462452.77342683519,-2246501.9617722221,19860.205603338236
0,462349.42571475223,-2246393.3232928794,19760.369790733912
0,462244.52742231789,-2246286.1938149896,19742.309388576425
0,462137.54525143624,-2246181.0883888756,19708.604938368484
0,462030.26899348403,-2246076.2677380387,19676.558581139267
0,461922.89227271883,-2245971.5829608226,19642.835717101305
0,461814.7162823042,-2245867.7526666275,19610.225789573429
0,461704.98420957185,-2245765.5556523646,19590.780527394712
0,461594.95077986276,-2245663.7653571307,19589.906552013199
0,461488.29904543312,-2245558.6269852272,19603.48813768063
0,461384.56091839011,-2245450.5994882239,19630.321080520636
0,461283.19107233256,-2245340.2354310364,19673.325941591458
0,461183.72656912543,-2245228.0052324068,19732.327013010632
0,461084.98783629452,-2245115.11100611,19804.518490728125
0,460985.87983741239,-2245002.5957066715,19872.810726350141
0,460886.5853419085,-2244890.2629556335,19917.173159654129
0,460787.28638049972,-2244777.916558919,19933.957383670397
0,460688.16328567313,-2244665.3615307808,19915.315780101781
0,460589.48623567272,-2244552.3914426654,19872.150850965834
0,460491.27753540088,-2244439.0201131953,19815.279772303868
0,460393.7310681371,-2244325.0836710799,19728.19333764035
0,460297.03558897495,-2244210.4226059751,19621.755303706392
0,460201.61708379531,-2244094.7050842997,19509.869628039756
0,460107.60569622606,-2243977.8658121205,19401.126241535854
0,460014.78207616432,-2243860.0871073855,19301.423881074425
0,459923.13851016195,-2243741.3720387076,19217.035261484307
0,459832.68697145919,-2243621.7161631258,19155.404292719144
0,459743.68922918267,-2243501.0168815744,19138.81033963546
0,459656.24079890625,-2243379.2068426954,19164.29319820934
0,459570.64517510269,-2243256.0799378213,19223.354588242331
0,459486.99580952438,-2243131.5801215484,19300.347506119477
0,459404.61490364379,-2243006.2446629237,19379.642258285188
0,459323.3324449379,-2242880.1936971322,19469.852026009514
0,459243.01950672793,-2242753.5157434046,19566.656351570749
0,459163.53671780328,-2242626.3056165972,19657.722450511807
0,459085.32038704061,-2242498.3414029912,19731.433118564688
0,459008.45810110396,-2242369.5707309791,19791.451715393068
0,458933.01408232655,-2242239.954305097,19806.736971465019
0,458858.98448335781,-2242109.4958047341,19792.57170638509
0,458785.68784104823,-2241978.6315335128,19796.015104794056
0,458713.16671296628,-2241847.3382401648,19832.340555877712
0,458641.6483161755,-2241715.495264193,19909.79477750916
0,458571.41422611161,-2241582.9653194933,20038.354947957592
0,458502.54844808445,-2241449.7289220854,20219.01021676723
0,458434.9299058445,-2241315.8534066025,20409.673652930873
0,458368.45460450213,-2241181.3970984397,20580.282002441709
0,458302.87305525137,-2241046.497822809,20723.661584722504
0,458237.78877774125,-2240911.3569592829,20863.573094913972
0,458172.88226035872,-2240776.1283105575,21005.919095038036
0,458107.80230983987,-2240640.9875406008,21161.174039305111
0,458041.6256191092,-2240506.3909907588,21026.247268366606
0,457974.33636466064,-2240372.3468125788,21297.514449548649
0,457906.16137385281,-2240238.7431552447,21720.203520870786
0,457837.31421070016,-2240105.4780882117,22097.101803678233
0,457767.5499479248,-2239972.7033578982,22272.974536476075
0,457697.03983385279,-2239840.3223542431,22215.859819495425
0,457625.79192056804,-2239708.3301715208,21911.614642976623
0,457554.13085099962,-2239576.5588309905,21336.112064728015
0,457482.61295223917,-2239444.7186189224,20515.641390920457
0,457411.54218383814,-2239312.6454399526,19504.687994627788
0,457341.20496904443,-2239180.1846334739,18361.410468038692
0,457270.85314497398,-2239047.751068478,17178.920261073959
0,457199.78079119668,-2238915.7032581219,16102.091242177954
0,457127.57134335022,-2238784.2576963273,15214.026376195103
0,457054.34181445255,-2238653.3586651268,14543.783197198334
0,456980.38452626835,-2238522.8964055181,13785.677129721411
0,456906.09417981282,-2238392.6475508548,13724.891417417146
0,456831.92576558492,-2238262.3336316808,14014.77130082342
0,456758.3205409919,-2238131.6841719043,14428.58186046339
0,456684.76426729461,-2238000.9823701847,14598.411073432346
0,456609.08793000842,-2237871.5463478561,14195.953209368576
0,456530.83568879613,-2237743.6952031213,13802.67380346879
0,456449.72107926401,-2237617.6584814913,13173.49773907903
0,456364.9117920557,-2237494.1747593619,12288.425171693059
0,456276.1281175515,-2237373.5290863155,11161.528383836991
0,456183.0610588601,-2237256.0432945248,9874.0827028938802
0,456087.46390417463,-2237140.4672315409,8507.5256289769823
0,455993.37846896151,-2237023.6893618614,7163.2098198599542
0,455901.15252914937,-2236905.4651996903,5955.2497242114405
0,455810.97403887444,-2236785.6735506873,4965.8618265003715
0,455723.02485559206,-2236664.1968415854,4255.6181387271872
0,455637.56914152793,-2236540.9735928476,3857.2024554123286
0,455553.98221754236,-2236416.5065178224,3778.7345905313778
0,455472.12289032771,-2236290.8835219429,3890.2054973177628
0,455391.84258859075,-2236164.1983269393,3998.1036141094355
0,455309.98465430224,-2236038.6462150603,3643.3899142220585
0,455224.51456286147,-2235915.6892375285,3615.6668212144846
0,455135.01945976994,-2235795.6442966061,3599.5530507619205
0,455042.3293033315,-2235677.8592158025,3664.2845755766079
0,454948.76417018787,-2235560.6677219858,3740.7235060424819
0,454855.72449339926,-2235443.0651850309,3872.1520777757501
0,454763.26233254664,-2235324.9955840795,4006.0259608650949
0,454671.43197797961,-2235206.3996301768,4338.8648869047283
0,454581.64852174377,-2235086.3487000857,4314.7180570686432
0,454494.0156750952,-2234964.7402504208,4219.2878333735262
0,454407.64503104403,-2234842.1967693139,4232.4471827235311
0,454321.73382569879,-2234719.2806841694,4456.4666722714064
0,454235.74075335514,-2234596.3832058464,4927.1344379982984
0,454149.77119097288,-2234473.4705543588,5606.91016071175
0,454064.18081540725,-2234350.3107030732,6511.884361023459
0,453978.98682083201,-2234226.8845774303,7551.7951447630694
0,453894.27652916696,-2234103.1275163973,8600.3216063379987
0,453810.48000098619,-2233978.7516383934,9637.7828341588993
0,453727.74862676294,-2233853.651888649,10601.249332684525
0,453645.85690115648,-2233727.9814180578,11412.770330285415
0,453564.03878607211,-2233602.2618211391,11872.874135893537
0,453482.3691549662,-2233476.4511702987,11988.172086836603
0,453401.21341461083,-2233350.3154786453,11777.102865958332
0,453320.92051036237,-2233223.6312417039,11344.667909633141
0,453241.48590644327,-2233096.4006232135,10792.437311276823
0,453161.4554363552,-2232969.5549943363,10269.825785675694
0,453079.37545216322,-2232844.0679152608,9968.9124151068154
0,452995.16946253047,-2232720.0177129288,10025.484634128248
0,452908.87254657195,-2232597.408415515,9888.1135480594912
0,452821.08131872036,-2232475.840129538,9782.5879113998744
0,452732.18685044843,-2232355.0415806449,9704.476013168909
0,452642.61621961702,-2232234.726786471,9647.9346335463488
0,452552.46899715753,-2232114.8915465889,9564.2986534580214
0,452463.67342256091,-2231994.1732206261,9447.903932956955
0,452376.59608029231,-2231872.2652438949,9379.6325084944674
0,452291.66004090838,-2231748.8142732293,9342.5384162208629
0,452209.34855353122,-2231623.4207986365,9310.6091154748538
1,479565.26084022841,-2268539.2118731239,9711.5021486405276
1,479562.84191946336,-2268389.5288462397,8757.7858549605371
1,479564.25945733301,-2268239.8082833462,7809.0003739043714
1,479569.82245200884,-2268090.0600615824,7076.5940267958995
1,479577.77394960669,-2267940.4722204627,6575.4264087622405
1,479588.30636862846,-2267791.0634957249,5760.4166769793719
1,479601.64252686728,-2267641.8591135764,5044.2818638034905
1,479617.0555505642,-2267492.8575310293,4736.0683591809948
1,479634.32777856837,-2267344.0706695593,4454.0589180537709
1,479653.60818427219,-2267195.5253978209,5298.1110569607254
